threshold,alpha,k,cost_bp,mean_gross_pnl_bp,mean_net_pnl_bp,gross_sharpe,net_sharpe,mean_turnover,avg_abs_position,n_ticker_days
0.003,0.5,500,0,0.3927849895932009,0.3927849895932009,0.15156985292096095,0.15156985292096095,0.034213751574810436,0.021466106192306034,12188
0.003,0.2,100,0,0.16128373267903448,0.16128373267903448,0.15130699485070284,0.15130699485070284,0.006088125994520503,0.009141415087953953,12188
0.002,0.75,500,0,0.5564033103332356,0.5564033103332356,0.1498816474546,0.1498816474546,0.10262950406491324,0.044355220531593416,12188
0.003,0.2,200,0,0.22438880240453232,0.22438880240453232,0.1498069277719546,0.1498069277719546,0.010004157447342526,0.014889086302864087,12188
0.002,0.2,100,0,0.1756151973082926,0.1756151973082926,0.14928664500056696,0.14928664500056696,0.009813595920564735,0.015069363867364129,12188
0.002,0.3,200,0,0.297421278822352,0.297421278822352,0.14888878645890072,0.14888878645890072,0.025537635788362968,0.02655838444810751,12188
0.002,0.5,500,0,0.4658746632909074,0.4658746632909074,0.14631272528441402,0.14631272528441402,0.06848316486217179,0.0432802725583506,12188
0.002,0.2,200,0,0.25110491122149925,0.25110491122149925,0.14466841947589085,0.14466841947589085,0.017170696969171957,0.026106003502078638,12188
0.002,0.3,500,0,0.3845121342474687,0.3845121342474687,0.14411754450193573,0.14411754450193573,0.04143376324729003,0.042181245485547754,12188
0.002,0.2,500,0,0.3260965439051872,0.3260965439051872,0.14014640919705787,0.14014640919705787,0.027834195882145606,0.04143259152557953,12188
0.0015,0.1,500,0,0.25631187906474595,0.25631187906474595,0.13094708059220453,0.13094708059220453,0.020031676705057896,0.05674588885961408,12188
0.001,0.1,50,0,0.07101738824233174,0.07101738824233174,0.12860764331467156,0.12860764331467156,0.004210504766693791,0.012516587226221225,12188
0.0015,0.1,50,0,0.07028095290322134,0.07028095290322134,0.12790455491306818,0.12790455491306818,0.0033241993281930677,0.00978952807696535,12188
0.001,0.1,500,0,0.26309968998044386,0.26309968998044386,0.125994874693342,0.125994874693342,0.02854389273657749,0.0811855957413297,12188
0.0015,0.1,200,0,0.17552511037768945,0.17552511037768945,0.12446806231719691,0.12446806231719691,0.01143864072465728,0.03327165155428907,12188
0.001,0.1,100,0,0.11667939889525217,0.11667939889525217,0.12351160690983752,0.12351160690983752,0.00813819483697295,0.02414805904958374,12188
0.001,0.1,200,0,0.17843199939985085,0.17843199939985085,0.12342911744408601,0.12342911744408601,0.014985126167637107,0.04399613280077971,12188
0.0015,0.1,100,0,0.11521048157246663,0.11521048157246663,0.12333070032720318,0.12333070032720318,0.00636416509390507,0.018712095085374865,12188
0.002,0.1,50,0,0.06379654793772846,0.06379654793772846,0.11735848851052318,0.11735848851052318,0.002637376009290434,0.007786637874857222,12188
0.003,0.1,50,0,0.05764432469183523,0.05764432469183523,0.11598111930666201,0.11598111930666201,0.001695111282044285,0.0048491345023655,12188
0.003,0.1,500,0,0.1619039314655954,0.1619039314655954,0.11428599750545664,0.11428599750545664,0.007148957954817634,0.02014917700281559,12188
0.002,0.1,100,0,0.10231209069707495,0.10231209069707495,0.11126262697260872,0.11126262697260872,0.004994332709344916,0.01473551290563744,12188
0.003,0.1,100,0,0.0902436410597033,0.0902436410597033,0.11039555948069343,0.11039555948069343,0.0031232922743381418,0.008944218214821473,12188
0.003,0.1,200,0,0.12781968742862881,0.12781968742862881,0.11026562143108147,0.11026562143108147,0.005122397057622025,0.014579882499412455,12188
0.002,0.1,200,0,0.15027689551107046,0.15027689551107046,0.10947014893561569,0.10947014893561569,0.008736066747746954,0.02553542027085601,12188
0.002,0.1,500,0,0.20130321393362366,0.20130321393362366,0.10866792984170691,0.10866792984170691,0.014115787255271487,0.04048681375280572,12188
